folio,idformadepago,importe
31770,EF,360.0
31769,EF,190.0
31776,EF,410.0
31771,VISA,420.0
31779,EF,1330.0
31781,EF,230.0
31774,EF,230.0
31775,EF,270.0
31772,VISA,390.0
31782,VISA,290.0
31778,VISA,510.0
31780,EF,400.0
31783,EF,240.0
31785,EF,240.0
31786,EF,240.0
31784,EF,230.0
31787,EF,260.0
31748,EF,80.0
31777,EF,250.0
31664,EF,80.0
31667,EF,190.0
31665,EF,590.0
31666,EF,240.0
31668,EF,250.0
31672,VISA,250.0
31674,EF,470.0
31669,VISA,700.0
31670,EF,230.0
31673,EF,300.0
31675,EF,80.0
31671,VISA,260.0
31676,VISA,190.0
31754,VISA,150.0
31755,EF,80.0
31757,EF,250.0
31753,EF,910.0
31756,VISA,470.0
31763,VISA,250.0
31764,VISA,230.0
31760,EF,230.0
31759,EF,190.0
31761,EF,240.0
31762,EF,190.0
31765,EF,190.0
31839,EF,230.0
31836,EF,430.0
31840,EF,190.0
31838,EF,380.0
31847,EF,720.0
31844,VISA,250.0
31856,EF,220.0
31848,EF,870.0
31845,EF,390.0
31846,EF,380.0
31849,EF,230.0
31853,VISA,270.0
31855,EF,940.0
31852,EF,720.0
31854,EF,270.0
31858,EF,150.0
31857,EF,430.0
31851,VISA,800.0
31865,EF,230.0
31860,EF,380.0
31859,EF,190.0
31859,VISA,240.0
31861,EF,190.0
31863,EF,690.0
31864,EF,600.0
31869,VISA,820.0
31870,EF,320.0
31871,VISA,510.0
31874,VISA,340.0
31872,EF,230.0
31873,EF,520.0
31837,VISA,380.0
31850,EF,290.0
31841,EF,310.0
31843,EF,330.0
31842,EF,230.0
31866,EF,470.0
31867,EF,600.0
31868,EF,480.0
31879,EF,370.0
31880,EF,240.0
31883,EF,230.0
31881,EF,270.0
31875,EF,250.0
31876,EF,230.0
31878,VISA,250.0
31877,EF,270.0
31882,EF,760.0
31884,EF,220.0
31885,VISA,270.0
31903,EF,460.0
31904,EF,740.0
31905,EF,390.0
31912,EF,190.0
31910,EF,1290.0
31911,EF,250.0
31914,VISA,350.0
31915,EF,430.0
31916,EF,250.0
31918,EF,150.0
31922,EF,490.0
31919,EF,190.0
31920,EF,480.0
31921,EF,190.0
31925,EF,230.0
31917,EF,460.0
31907,VISA,520.0
31906,EF,590.0
31909,EF,240.0
31923,VISA,250.0
31926,EF,430.0
31924,VISA,250.0
31908,EF,190.0
31913,VISA,260.0
31928,EF,440.0
31935,EF,190.0
31940,EF,230.0
31939,EF,420.0
31941,EF,290.0
31938,EF,80.0
31942,EF,190.0
31929,EF,240.0
32187,VISA,510.0
32186,EF,240.0
32188,EF,190.0
32190,EF,160.0
32193,VISA,720.0
32196,EF,390.0
32220,EF,470.0
32197,EF,230.0
32201,EF,230.0
32199,EF,240.0
32200,EF,270.0
32202,EF,930.0
32198,VISA,230.0
32189,EF,40.0
32208,VISA,240.0
32204,VISA,250.0
32207,VISA,480.0
32205,EF,480.0
32206,EF,190.0
32203,EF,860.0
32211,EF,390.0
32212,EF,240.0
32210,EF,190.0
32216,EF,380.0
32209,VISA,730.0
32215,EF,230.0
32213,EF,430.0
32214,EF,240.0
32217,VISA,290.0
32219,VISA,420.0
32218,VISA,390.0
32192,EF,580.0
32191,EF,240.0
32194,EF,230.0
32195,EF,150.0
32224,EF,320.0
32228,EF,220.0
32240,EF,430.0
32252,EF,190.0
32249,VISA,550.0
32250,EF,410.0
32246,EF,40.0
32251,EF,500.0
32253,VISA,760.0
32254,EF,710.0
32255,EF,430.0
32256,EF,490.0
32258,EF,1760.0
32265,EF,40.0
32271,EF,240.0
32260,VISA,430.0
32261,VISA,660.0
32227,EF,40.0
32225,EF,470.0
32226,EF,390.0
32239,VISA,640.0
32242,EF,240.0
32235,EF,260.0
32234,EF,190.0
32237,EF,520.0
32238,VISA,460.0
32247,VISA,630.0
32248,VISA,420.0
32241,EF,940.0
32232,EF,250.0
32230,VISA,280.0
32229,EF,390.0
32231,EF,340.0
32233,EF,350.0
32257,VISA,490.0
32262,EF,540.0
32268,EF,230.0
32267,EF,190.0
32266,EF,240.0
32273,VISA,500.0
32285,EF,560.0
32277,EF,240.0
32272,EF,240.0
32270,EF,190.0
32269,EF,340.0
32263,VISA,360.0
32264,VISA,490.0
32274,EF,280.0
32275,EF,490.0
32276,EF,930.0
32245,EF,230.0
32259,VISA,320.0
32223,EF,40.0
32222,EF,250.0
32236,EF,420.0
32244,VISA,250.0
32243,EF,500.0
32282,EF,230.0
32283,EF,240.0
32284,EF,440.0
32278,EF,490.0
32279,EF,440.0
32280,EF,460.0
32281,EF,240.0
32296,EF,230.0
32287,EF,330.0
32303,EF,190.0
32288,EF,240.0
32290,EF,410.0
32309,EF,240.0
32311,EF,310.0
32313,VISA,240.0
32307,EF,490.0
32308,EF,690.0
32310,EF,530.0
32321,VISA,460.0
32316,EF,160.0
32318,EF,230.0
32320,EF,380.0
32314,EF,540.0
32315,EF,240.0
32317,EF,960.0
32323,EF,250.0
32327,EF,1350.0
32324,EF,490.0
32325,EF,760.0
32330,EF,260.0
32328,EF,240.0
32329,EF,350.0
32336,EF,240.0
32334,EF,240.0
32331,EF,210.0
32332,EF,240.0
32341,EF,240.0
32335,EF,300.0
32333,VISA,540.0
32340,VISA,190.0
32338,EF,670.0
32337,EF,460.0
32339,EF,610.0
32346,VISA,440.0
32345,VISA,350.0
32294,EF,190.0
32292,VISA,810.0
32293,EF,190.0
32295,EF,400.0
32297,EF,370.0
32298,EF,240.0
32300,EF,240.0
32301,EF,250.0
32326,EF,530.0
32322,EF,270.0
32342,EF,240.0
32343,EF,300.0
32347,EF,340.0
32312,EF,230.0
32289,EF,240.0
32299,EF,50.0
32319,EF,240.0
32305,VISA,230.0
32302,EF,270.0
32304,EF,520.0
32344,VISA,580.0
32349,EF,350.0
32350,EF,320.0
32351,EF,320.0
32352,EF,420.0
32356,VISA,160.0
32357,EF,290.0
32359,EF,540.0
32360,EF,420.0
32361,EF,240.0
32363,EF,240.0
32364,VISA,240.0
32365,EF,190.0
32366,EF,240.0
32367,EF,330.0
32358,EF,230.0
32354,EF,370.0
32353,EF,50.0
32362,VISA,240.0
32355,EF,190.0
32370,EF,230.0
32371,EF,190.0
32374,EF,380.0
32377,VISA,1770.0
32375,EF,400.0
32376,EF,190.0
32380,EF,230.0
32381,EF,250.0
32373,EF,220.0
32378,EF,590.0
32379,EF,270.0
32369,EF,240.0
32386,EF,250.0
32385,EF,340.0
32383,VISA,400.0
32389,EF,390.0
32388,EF,50.0
32387,EF,270.0
32391,EF,240.0
32390,EF,190.0
32394,EF,240.0
32398,EF,490.0
32392,EF,240.0
32399,EF,190.0
32384,EF,240.0
32393,EF,240.0
32395,EF,270.0
32397,EF,220.0
32396,EF,50.0
32585,VISA,420.0
32586,EF,430.0
32591,EF,150.0
32587,EF,430.0
32588,EF,410.0
32589,EF,190.0
32590,EF,530.0
32600,VISA,230.0
32402,VISA,440.0
32405,VISA,410.0
32406,EF,390.0
32407,EF,240.0
32408,VISA,190.0
32411,EF,230.0
32410,EF,290.0
32413,EF,250.0
32415,EF,270.0
32416,EF,230.0
32401,VISA,210.0
32404,EF,270.0
32412,EF,500.0
32420,EF,380.0
32423,VISA,250.0
32421,EF,190.0
32425,EF,460.0
32419,EF,520.0
32403,EF,380.0
32409,EF,190.0
32422,VISA,230.0
32424,EF,240.0
32418,VISA,200.0
32471,EF,650.0
32472,EF,50.0
32484,EF,220.0
32488,VISA,230.0
32492,EF,420.0
32491,EF,220.0
32495,VISA,370.0
32494,VISA,430.0
32493,EF,780.0
32496,EF,500.0
32502,VISA,500.0
32516,VISA,380.0
32504,EF,250.0
32507,EF,240.0
32508,EF,190.0
32511,EF,230.0
32513,EF,250.0
32509,EF,380.0
32512,EF,50.0
32510,EF,470.0
32505,EF,240.0
32500,EF,290.0
32497,VISA,410.0
32503,EF,230.0
32506,EF,230.0
32501,VISA,360.0
32499,EF,250.0
32498,VISA,320.0
32514,EF,440.0
32515,EF,520.0
32467,VISA,540.0
32463,EF,350.0
32486,EF,380.0
32481,EF,480.0
32478,EF,250.0
32480,EF,230.0
32479,VISA,260.0
32482,EF,290.0
32483,VISA,240.0
32485,EF,240.0
32466,EF,270.0
32465,EF,640.0
32470,EF,440.0
32475,EF,270.0
32473,EF,430.0
32477,EF,190.0
32476,EF,770.0
32474,VISA,830.0
32487,VISA,190.0
32489,EF,190.0
32469,VISA,520.0
32464,EF,50.0
32468,EF,190.0
32490,EF,190.0
32583,EF,190.0
32575,EF,230.0
32582,VISA,230.0
32581,EF,190.0
32574,EF,190.0
32576,VISA,240.0
32577,VISA,500.0
32578,VISA,430.0
32579,VISA,380.0
32597,EF,490.0
32598,EF,490.0
32601,EF,240.0
32602,EF,240.0
32603,EF,250.0
32612,VISA,690.0
32610,VISA,250.0
32609,EF,260.0
32608,EF,420.0
32599,VISA,750.0
32596,VISA,220.0
32592,VISA,630.0
32595,EF,310.0
32593,EF,190.0
32594,EF,270.0
32605,VISA,250.0
32604,EF,240.0
32606,EF,480.0
32607,EF,240.0
32611,VISA,270.0
32427,VISA,510.0
32440,EF,230.0
32439,EF,470.0
32441,EF,230.0
32443,EF,230.0
32447,EF,480.0
32449,EF,480.0
32448,EF,190.0
32445,EF,190.0
32446,EF,430.0
32444,EF,560.0
32460,EF,350.0
32458,EF,240.0
32442,EF,240.0
32457,EF,240.0
32435,VISA,410.0
32433,EF,420.0
32453,EF,230.0
32456,EF,240.0
32461,VISA,230.0
32455,VISA,240.0
32459,EF,420.0
32428,EF,240.0
32429,EF,350.0
32430,EF,430.0
32431,VISA,190.0
32432,VISA,840.0
32434,EF,440.0
32437,EF,240.0
32436,EF,460.0
32438,EF,240.0
32450,EF,230.0
32451,EF,230.0
32452,EF,190.0
32518,EF,480.0
32522,VISA,680.0
32528,VISA,230.0
32537,EF,800.0
32539,VISA,220.0
32545,EF,480.0
32540,EF,240.0
32543,EF,400.0
32547,EF,250.0
32546,EF,240.0
32552,EF,230.0
32548,EF,460.0
32549,VISA,390.0
32553,VISA,240.0
32561,EF,240.0
32567,EF,240.0
32572,EF,240.0
32570,EF,250.0
32541,EF,50.0
32529,VISA,240.0
32557,EF,190.0
32558,EF,330.0
32560,EF,450.0
32523,EF,710.0
32524,EF,270.0
32542,EF,190.0
32533,VISA,240.0
32534,EF,230.0
32535,VISA,150.0
32530,EF,350.0
32526,EF,390.0
32525,EF,480.0
32527,EF,330.0
32556,EF,570.0
32559,VISA,250.0
32566,EF,390.0
32563,EF,340.0
32568,EF,480.0
32564,EF,220.0
32571,EF,190.0
32569,VISA,390.0
32519,EF,50.0
32531,VISA,930.0
32521,EF,350.0
32532,EF,350.0
32538,EF,430.0
32536,VISA,520.0
32550,EF,190.0
32544,VISA,500.0
32551,EF,400.0
32554,EF,520.0
32555,EF,270.0
32562,EF,250.0
32565,EF,320.0
32617,EF,750.0
32624,EF,240.0
32625,EF,230.0
32614,EF,240.0
32615,EF,350.0
32622,VISA,380.0
32619,VISA,530.0
32621,EF,390.0
32620,EF,510.0
32623,VISA,190.0
32616,EF,350.0
32618,EF,240.0
32626,EF,560.0
32627,EF,240.0
32628,EF,250.0
32629,EF,240.0
20732,EF,180.0
20734,VISA,220.0
20735,EF,390.0
20733,EF,230.0
20737,EF,500.0
20742,EF,655.0
20745,EF,240.0
20743,EF,480.0
20747,EF,230.0
20748,EF,240.0
20749,EF,850.0
20750,EF,430.0
20746,EF,285.0
20744,VISA,180.0
20757,EF,315.0
20781,EF,335.0
20783,EF,350.0
20787,EF,465.0
20791,EF,120.0
20791,VISA,185.0
20790,VISA,240.0
20793,EF,440.0
20794,EF,270.0
20795,EF,540.0
20797,EF,260.0
20801,EF,180.0
20798,VISA,335.0
20804,EF,285.0
20800,EF,350.0
20802,EF,220.0
20803,EF,655.0
20782,VISA,360.0
20786,EF,450.0
20788,VISA,365.0
20796,VISA,220.0
20789,VISA,750.0
20792,EF,495.0
20784,EF,640.0
20785,EF,180.0
20799,VISA,370.0
20838,EF,420.0
20841,EF,180.0
20845,EF,320.0
20844,EF,510.0
20843,EF,230.0
20847,EF,240.0
20849,VISA,415.0
20850,VISA,600.0
20851,EF,180.0
20856,EF,210.0
20855,EF,220.0
20854,EF,240.0
20857,EF,230.0
20858,EF,960.0
20862,VISA,545.0
20863,EF,295.0
20861,EF,170.0
20859,EF,660.0
20873,VISA,390.0
20870,EF,200.0
20870,VISA,70.0
20874,EF,180.0
20875,VISA,230.0
20869,EF,55.0
20869,VISA,595.0
20880,EF,520.0
20878,VISA,230.0
20884,VISA,470.0
20882,EF,605.0
20876,EF,180.0
20877,EF,450.0
20879,EF,180.0
20881,EF,240.0
20887,VISA,420.0
20846,EF,290.0
20878,EF,120.0
20860,EF,430.0
20867,EF,420.0
20868,VISA,495.0
20864,EF,280.0
20866,EF,210.0
20865,EF,140.0
20871,EF,230.0
20872,EF,230.0
20883,EF,540.0
20885,EF,410.0
20886,EF,480.0
20842,EF,180.0
20848,EF,210.0
20839,EF,740.0
20840,VISA,130.0
20852,EF,210.0
20853,EF,400.0
20889,EF,220.0
20890,EF,310.0
20893,EF,75.0
20892,VISA,640.0
20891,EF,350.0
20894,EF,590.0
20897,EF,500.0
20897,VISA,135.0
20896,EF,240.0
20899,EF,290.0
20898,EF,250.0
20901,VISA,360.0
20900,EF,360.0
20903,EF,400.0
20905,VISA,450.0
20909,EF,425.0
20910,EF,320.0
20908,EF,330.0
20895,VISA,360.0
20906,EF,350.0
20907,EF,230.0
20911,EF,195.0
20920,VISA,220.0
20912,EF,260.0
20913,EF,220.0
20914,EF,240.0
20921,EF,240.0
20919,EF,430.0
20916,EF,1440.0
20915,EF,370.0
20922,EF,550.0
20923,EF,130.0
20917,EF,360.0
20918,EF,350.0
20924,EF,440.0
20925,EF,180.0
20933,EF,350.0
20926,EF,460.0
20760,EF,210.0
20762,VISA,460.0
20761,EF,380.0
20764,EF,210.0
20766,EF,180.0
20767,EF,205.0
20769,VISA,370.0
20772,VISA,230.0
20771,EF,270.0
20770,EF,690.0
20779,EF,460.0
20778,VISA,400.0
20773,EF,830.0
20774,EF,340.0
20765,EF,440.0
20768,EF,370.0
20763,EF,505.0
20775,EF,210.0
20776,EF,410.0
20777,VISA,170.0
20806,EF,440.0
20807,EF,1030.0
20809,EF,220.0
20810,EF,420.0
20814,EF,240.0
20816,EF,470.0
20817,EF,180.0
20822,VISA,250.0
20819,EF,790.0
20827,EF,200.0
20830,VISA,240.0
20824,EF,180.0
20823,EF,220.0
20820,EF,230.0
20821,EF,210.0
20834,EF,230.0
20834,VISA,160.0
20831,EF,250.0
20829,EF,210.0
20818,VISA,405.0
20815,EF,310.0
20835,EF,117.0
20835,VISA,468.0
20825,EF,360.0
20826,EF,480.0
20828,VISA,180.0
20832,EF,280.0
20833,VISA,170.0
20836,EF,325.0
20812,VISA,615.0
20813,VISA,180.0
20811,EF,640.0
20934,EF,240.0
20935,EF,310.0
20936,EF,210.0
20937,EF,180.0
20904,VISA,890.0
20902,VISA,1380.0
20928,EF,240.0
20927,EF,410.0
20932,EF,430.0
20929,EF,230.0
20930,EF,180.0
20931,EF,180.0
20938,EF,320.0
20943,EF,520.0
20946,EF,495.0
20945,EF,340.0
20942,EF,470.0
20944,EF,210.0
20947,EF,170.0
20948,EF,490.0
20951,EF,465.0
20952,VISA,400.0
20950,EF,210.0
20955,EF,230.0
20956,EF,180.0
20972,VISA,240.0
20980,EF,350.0
20983,EF,510.0
20974,EF,580.0
20975,EF,130.0
20992,EF,220.0
20982,EF,340.0
20985,EF,220.0
20986,EF,210.0
20990,EF,1585.0
20991,EF,240.0
20984,VISA,720.0
20996,EF,230.0
20999,EF,210.0
21000,EF,210.0
21008,EF,605.0
21005,EF,340.0
21007,EF,180.0
21002,EF,230.0
21003,EF,230.0
21006,VISA,385.0
20962,EF,1090.0
20964,VISA,605.0
20949,EF,145.0
20953,EF,205.0
20954,VISA,1230.0
20971,EF,180.0
20989,EF,180.0
20995,EF,520.0
20994,EF,360.0
20993,EF,180.0
20988,EF,340.0
20987,EF,360.0
21001,EF,180.0
21004,VISA,555.0
20998,EF,240.0
20979,VISA,240.0
20969,EF,710.0
20977,VISA,180.0
20981,VISA,210.0
20959,EF,870.0
20957,VISA,410.0
20958,EF,265.0
20961,EF,180.0
20965,VISA,440.0
20963,EF,240.0
20967,VISA,470.0
20960,EF,1220.0
20968,VISA,245.0
20970,EF,650.0
20966,EF,340.0
20976,EF,240.0
20978,EF,450.0
20973,EF,790.0
27325,VISA,220.0
27326,EF,100.0
27326,VISA,290.0
27327,EF,440.0
27336,EF,230.0
27331,EF,490.0
27330,EF,400.0
27328,EF,330.0
27329,VISA,820.0
27332,EF,660.0
27333,EF,440.0
27339,EF,220.0
27337,VISA,430.0
27334,EF,1420.0
27338,EF,580.0
27351,EF,250.0
27353,EF,730.0
27352,EF,235.0
27354,EF,190.0
27355,VISA,330.0
27363,EF,310.0
27362,VISA,245.0
27359,EF,240.0
27361,EF,265.0
27365,EF,320.0
27364,EF,475.0
27366,EF,240.0
27367,EF,480.0
27368,EF,410.0
27369,EF,240.0
27370,EF,90.0
27377,EF,565.0
27371,EF,570.0
27373,EF,250.0
27372,EF,270.0
27375,EF,240.0
27376,EF,240.0
27374,VISA,210.0
27381,VISA,565.0
27379,EF,240.0
27378,EF,180.0
27380,EF,180.0
27382,EF,230.0
27335,VISA,560.0
27341,EF,80.0
27342,EF,240.0
27347,EF,380.0
27350,VISA,190.0
27346,EF,1265.0
27345,EF,450.0
27348,VISA,540.0
27340,EF,410.0
27343,VISA,240.0
27344,VISA,240.0
27349,EF,230.0
27356,EF,240.0
27360,VISA,240.0
27358,EF,230.0
27357,EF,180.0
27384,EF,550.0
27385,VISA,225.0
27386,VISA,355.0
27387,VISA,105.0
27389,VISA,560.0
27388,EF,245.0
27390,VISA,240.0
27391,EF,240.0
27393,VISA,480.0
27392,EF,310.0
27394,VISA,260.0
27808,EF,240.0
27809,EF,220.0
27810,EF,180.0
27811,EF,400.0
27812,EF,180.0
27813,EF,170.0
27787,EF,570.0
27790,VISA,180.0
27789,MC,230.0
27791,EF,240.0
27814,EF,220.0
27804,MC,505.0
27815,EF,240.0
27816,EF,240.0
27817,MC,350.0
27818,EF,240.0
27858,VISA,390.0
27861,EF,240.0
27862,EF,180.0
27864,EF,390.0
27865,VISA,290.0
27870,EF,250.0
27876,EF,230.0
27877,EF,400.0
27860,VISA,230.0
27859,EF,320.0
27866,EF,230.0
27867,EF,570.0
27868,EF,240.0
27869,EF,190.0
27871,VISA,340.0
27872,EF,230.0
27875,EF,220.0
27863,VISA,230.0
27873,EF,590.0
27874,EF,250.0
27878,EF,360.0
27879,EF,180.0
27880,EF,240.0
28015,EF,240.0
28014,EF,510.0
28016,EF,400.0
28020,EF,1070.0
28017,EF,320.0
28018,EF,210.0
28019,EF,240.0
28025,EF,140.0
28021,EF,365.0
28022,EF,230.0
28031,VISA,980.0
28028,EF,140.0
28027,EF,210.0
28026,EF,230.0
28029,EF,230.0
28045,EF,370.0
28046,EF,250.0
28042,VISA,130.0
28033,EF,190.0
28035,EF,370.0
28036,EF,240.0
28038,EF,180.0
32764,VISA,490.0
32761,EF,260.0
32762,VISA,190.0
32765,EF,400.0
32777,EF,400.0
32775,VISA,400.0
32774,EF,500.0
32776,EF,610.0
32772,EF,240.0
32773,VISA,270.0
32766,VISA,500.0
32747,VISA,420.0
32767,EF,240.0
32769,EF,240.0
32770,EF,410.0
32725,VISA,610.0
32728,EF,230.0
32729,EF,240.0
32730,EF,910.0
32732,EF,630.0
32733,EF,250.0
32734,EF,240.0
32736,EF,490.0
32737,EF,230.0
32738,EF,610.0
32742,EF,890.0
32731,EF,560.0
32735,EF,220.0
32768,VISA,400.0
32771,VISA,580.0
32739,EF,270.0
32740,EF,390.0
32743,EF,160.0
32745,EF,440.0
32741,EF,970.0
32744,EF,190.0
32784,EF,390.0
32780,EF,240.0
32779,EF,400.0
32781,EF,260.0
32783,EF,540.0
32782,VISA,460.0
32778,EF,230.0
32788,EF,480.0
32786,VISA,470.0
32785,EF,240.0
32787,EF,390.0
32795,EF,380.0
32792,EF,140.0
32793,EF,240.0
32791,EF,230.0
32799,EF,150.0
32794,EF,220.0
32790,EF,600.0
32796,EF,360.0
32798,EF,190.0
32802,EF,220.0
32806,VISA,420.0
32803,EF,1140.0
32807,EF,190.0
32805,EF,720.0
32804,EF,230.0
32809,VISA,270.0
32808,EF,190.0
32810,EF,240.0
32800,EF,190.0
32801,EF,240.0
32815,EF,390.0
32816,VISA,250.0
32819,EF,150.0
32812,EF,610.0
32818,EF,500.0
32813,VISA,430.0
32814,VISA,360.0
32820,EF,380.0
32821,EF,230.0
32822,EF,320.0
32823,EF,190.0
32824,EF,370.0
32825,EF,430.0
32826,VISA,250.0
32827,EF,230.0
32828,EF,420.0
32830,EF,230.0
32829,VISA,250.0
32817,VISA,610.0
32836,VISA,230.0
32842,VISA,650.0
32839,EF,360.0
32841,EF,570.0
32843,EF,230.0
32844,EF,260.0
32837,EF,230.0
32838,EF,330.0
32840,VISA,420.0
32845,VISA,250.0
32848,VISA,240.0
32849,EF,500.0
32850,EF,190.0
32832,EF,320.0
32833,EF,460.0
32834,VISA,410.0
32835,VISA,310.0
32846,VISA,510.0
32865,EF,490.0
32868,EF,190.0
32867,EF,190.0
32866,EF,250.0
32870,EF,380.0
32869,EF,260.0
32871,EF,280.0
32873,EF,250.0
32872,VISA,640.0
32853,EF,630.0
32852,EF,780.0
32854,VISA,300.0
32855,EF,330.0
32856,EF,240.0
32858,VISA,510.0
32859,EF,190.0
32860,VISA,280.0
32857,EF,160.0
32863,EF,190.0
32864,VISA,260.0
32862,VISA,490.0
32861,EF,560.0
32876,VISA,240.0
32875,EF,300.0
32880,EF,490.0
32882,EF,190.0
32892,EF,190.0
32896,VISA,430.0
32893,EF,150.0
32878,EF,270.0
32889,EF,240.0
32898,EF,240.0
32900,EF,180.0
32886,EF,260.0
32904,EF,240.0
32905,EF,190.0
32908,VISA,240.0
32906,EF,270.0
32907,EF,230.0
32877,EF,350.0
32879,EF,190.0
32883,EF,760.0
32885,EF,260.0
32887,EF,360.0
32884,EF,230.0
32901,EF,190.0
32903,EF,290.0
32888,EF,380.0
32890,EF,240.0
32891,EF,480.0
32894,VISA,280.0
32895,EF,240.0
32897,EF,240.0
32902,EF,190.0
32899,VISA,360.0
32881,EF,160.0
32912,EF,840.0
32924,VISA,150.0
32920,EF,640.0
32931,VISA,470.0
32928,EF,190.0
32927,EF,330.0
32932,EF,590.0
32933,VISA,570.0
32930,EF,420.0
32925,EF,280.0
32936,VISA,420.0
32935,EF,330.0
32929,EF,420.0
32934,VISA,630.0
32937,EF,190.0
32938,EF,390.0
32944,EF,320.0
32941,VISA,490.0
32943,EF,270.0
32960,EF,230.0
32961,VISA,270.0
32910,EF,250.0
32911,EF,460.0
32913,EF,190.0
32917,EF,190.0
32918,EF,230.0
32921,VISA,380.0
32919,EF,240.0
32915,EF,490.0
32916,EF,570.0
32914,EF,580.0
32922,EF,670.0
32923,EF,230.0
32926,EF,200.0
32939,EF,440.0
32942,VISA,460.0
32953,EF,380.0
32957,EF,430.0
32952,VISA,190.0
32954,EF,870.0
32956,EF,230.0
32959,EF,320.0
32958,EF,190.0
32955,EF,730.0
32945,VISA,590.0
32947,EF,240.0
32948,EF,250.0
32951,EF,240.0
32949,EF,260.0
32950,EF,270.0
32946,EF,230.0
33147,EF,50.0
33152,EF,380.0
33151,EF,510.0
33154,EF,230.0
33153,EF,480.0
33157,VISA,620.0
33156,EF,190.0
33159,EF,230.0
33165,VISA,240.0
33160,EF,470.0
33161,EF,220.0
33166,VISA,190.0
33163,EF,370.0
33167,VISA,390.0
33168,EF,190.0
33171,EF,190.0
33169,VISA,230.0
33170,VISA,240.0
33180,VISA,480.0
33182,VISA,250.0
33184,VISA,240.0
33185,EF,240.0
33181,VISA,450.0
33178,EF,270.0
33195,EF,240.0
33192,EF,230.0
33193,EF,250.0
33174,EF,190.0
33176,EF,350.0
33183,EF,300.0
33175,EF,460.0
33177,EF,460.0
33179,EF,450.0
33187,EF,190.0
33188,EF,230.0
33186,VISA,570.0
33189,VISA,240.0
33191,EF,190.0
33196,EF,190.0
33190,EF,460.0
33194,EF,280.0
33198,EF,240.0
33197,EF,520.0
33164,EF,270.0
33162,EF,190.0
33148,EF,380.0
33150,EF,420.0
33149,EF,450.0
33155,VISA,670.0
33158,VISA,270.0
33173,VISA,190.0
33172,EF,230.0
33249,EF,420.0
33250,EF,50.0
33253,VISA,360.0
33248,EF,380.0
33252,EF,200.0
33254,EF,460.0
33255,EF,250.0
33257,EF,230.0
33226,EF,250.0
33225,VISA,150.0
33223,VISA,590.0
33233,EF,200.0
33231,VISA,540.0
33230,VISA,560.0
33236,EF,150.0
33234,VISA,240.0
33240,EF,190.0
33235,EF,140.0
33238,EF,190.0
33241,EF,140.0
33239,VISA,380.0
33237,VISA,400.0
33259,EF,190.0
33260,EF,430.0
33261,VISA,1040.0
33262,VISA,230.0
33264,EF,230.0
33263,EF,50.0
33266,VISA,230.0
33268,EF,190.0
33265,VISA,190.0
33267,VISA,190.0
33269,VISA,440.0
33271,EF,250.0
33273,VISA,460.0
33272,VISA,370.0
33275,VISA,240.0
33274,EF,420.0
33276,EF,390.0
33278,VISA,280.0
33277,EF,750.0
33279,EF,270.0
33280,EF,270.0
33281,VISA,620.0
33282,EF,230.0
33283,EF,190.0
33284,EF,450.0
33306,EF,80.0
33309,EF,230.0
33307,EF,510.0
33314,EF,15.0
33314,VISA,1335.0
33315,VISA,450.0
33316,EF,50.0
33294,VISA,360.0
33296,EF,150.0
33297,EF,280.0
33298,EF,520.0
33295,EF,280.0
33286,EF,190.0
33289,VISA,240.0
33287,EF,50.0
33290,EF,720.0
33293,EF,230.0
33291,EF,340.0
33292,VISA,430.0
33288,EF,240.0
33299,EF,240.0
33300,EF,250.0
33301,EF,380.0
33302,EF,50.0
33303,EF,240.0
33317,EF,270.0
33318,EF,190.0
33319,EF,190.0
33320,EF,230.0
33324,VISA,250.0
33322,VISA,380.0
33323,VISA,490.0
33325,EF,50.0
33326,EF,410.0
33321,EF,180.0
33308,VISA,430.0
33305,EF,380.0
33312,VISA,240.0
33311,EF,190.0
33310,EF,480.0
33313,EF,930.0
33328,VISA,380.0
33332,EF,240.0
33333,EF,420.0
33329,EF,190.0
33331,EF,700.0
33330,EF,50.0
33335,EF,860.0
33334,EF,240.0
33337,VISA,240.0
33336,EF,50.0
33340,VISA,380.0
33338,VISA,240.0
33341,VISA,320.0
33339,VISA,370.0
33343,EF,50.0
33342,VISA,380.0
33344,VISA,390.0
33346,EF,420.0
33345,EF,920.0
33350,VISA,280.0
33347,EF,620.0
33351,EF,240.0
33348,VISA,400.0
33354,EF,240.0
33356,EF,670.0
33357,VISA,920.0
33360,VISA,240.0
33361,VISA,350.0
33359,VISA,240.0
33353,EF,420.0
33352,EF,490.0
33349,VISA,240.0
33358,EF,390.0
33364,VISA,260.0
33365,VISA,430.0
33369,EF,610.0
33370,EF,230.0
33374,EF,160.0
33388,EF,200.0
33380,EF,230.0
33371,EF,450.0
33387,EF,240.0
33386,EF,190.0
33389,EF,760.0
33390,EF,180.0
33368,VISA,380.0
33383,VISA,510.0
33379,VISA,530.0
33395,EF,400.0
33394,EF,230.0
33391,EF,370.0
33392,EF,430.0
33402,EF,240.0
33405,EF,230.0
33404,EF,380.0
33410,EF,240.0
33414,EF,190.0
33421,EF,660.0
33397,EF,740.0
33398,EF,190.0
33401,EF,420.0
33403,EF,230.0
33399,EF,230.0
33400,VISA,290.0
33396,EF,480.0
33366,EF,430.0
33367,EF,50.0
33363,EF,230.0
33372,EF,270.0
33373,EF,160.0
