folio,fecha,nopersonas,cambio,descuento,idcliente,tipodeservicio,total,efectivo,tarjeta,totalalimentos,totalbebidas
26740,2020-01-21 19:33:26.000,1,0.0,0.0,004347,2,130.0,0.0,130.0,112.069,0.0
26741,2020-01-21 19:49:28.000,1,0.0,0.0,004632,2,440.0,440.0,0.0,353.4483,0.0
26742,2020-01-21 20:34:40.000,1,20.0,0.0,002329,2,180.0,180.0,0.0,155.1724,0.0
26743,2020-01-21 21:05:25.000,1,20.0,0.0,000762,2,180.0,180.0,0.0,155.1724,0.0
26744,2020-01-21 21:05:40.000,1,10.0,0.0,003553,2,230.0,230.0,0.0,198.2759,0.0
26746,2020-01-22 14:41:02.000,1,100.0,0.0,004347,2,300.0,300.0,0.0,258.6207,0.0
26747,2020-01-22 15:01:55.000,3,30.0,0.0,,1,470.0,470.0,0.0,284.4828,120.6897
26748,2020-01-22 15:05:24.000,4,0.0,0.0,,1,415.0,0.0,477.0,267.2414,90.5172
26749,2020-01-22 16:12:41.000,2,100.0,0.0,,1,300.0,300.0,0.0,206.8966,51.7241
26750,2020-01-22 17:12:41.000,1,50.0,0.0,001386,2,450.0,450.0,0.0,387.931,0.0
26751,2020-01-22 17:45:16.000,1,0.0,0.0,004633,2,180.0,0.0,200.0,155.1724,0.0
26752,2020-01-22 18:21:13.000,1,10.0,0.0,004347,2,190.0,190.0,0.0,163.7931,0.0
26753,2020-01-22 19:27:30.000,1,230.0,0.0,000098,2,270.0,270.0,0.0,206.8966,0.0
26754,2020-01-22 19:52:52.000,1,230.0,0.0,004448,2,270.0,270.0,0.0,232.7586,0.0
26755,2020-01-22 20:06:50.000,1,30.0,0.0,004414,2,470.0,470.0,0.0,379.3103,0.0
26756,2020-01-22 20:22:55.000,1,320.0,0.0,001524,2,180.0,180.0,0.0,155.1724,0.0
26757,2020-01-22 20:48:55.000,2,30.0,0.0,,1,570.0,570.0,0.0,362.069,129.3103
26758,2020-01-22 20:49:38.000,5,175.0,0.0,,1,825.0,825.0,0.0,586.2069,125.0
26759,2020-01-22 21:13:44.000,1,260.0,0.0,003028,2,240.0,240.0,0.0,206.8966,0.0
26761,2020-01-23 14:20:00.000,1,0.0,0.0,004347,2,120.0,0.0,120.0,103.4483,0.0
26762,2020-01-23 14:21:32.000,1,0.0,0.0,004347,2,690.0,0.0,690.0,594.8276,0.0
26763,2020-01-23 16:49:00.000,1,260.0,0.0,002392,2,240.0,240.0,0.0,206.8966,0.0
26764,2020-01-23 19:05:15.000,1,0.0,0.0,003874,2,260.0,0.0,275.0,198.2759,0.0
26765,2020-01-23 19:35:08.000,1,0.0,0.0,004347,2,205.0,205.0,0.0,146.5517,30.1724
26766,2020-01-23 20:31:43.000,1,80.0,0.0,004634,2,220.0,220.0,0.0,189.6552,0.0
26767,2020-01-23 20:35:24.000,1,0.0,0.0,004635,2,280.0,280.0,0.0,215.5172,0.0
26768,2020-01-23 20:45:21.000,4,0.0,0.0,,1,565.0,565.0,0.0,413.7931,73.2759
26769,2020-01-23 20:46:46.000,2,0.0,0.0,,1,555.0,0.0,610.5,379.3103,99.1379
26770,2020-01-23 20:47:56.000,4,0.0,0.0,,1,720.0,0.0,792.0,491.3793,129.3103
26771,2020-01-23 20:52:33.000,1,0.0,0.0,004347,2,40.0,40.0,0.0,34.4828,0.0
26772,2020-01-23 20:55:43.000,1,190.0,0.0,004039,2,310.0,310.0,0.0,267.2414,0.0
26773,2020-01-23 21:09:22.000,1,10.0,0.0,000117,2,240.0,240.0,0.0,206.8966,0.0
26774,2020-01-23 21:10:50.000,1,60.0,0.0,001348,2,240.0,240.0,0.0,206.8966,0.0
26775,2020-01-23 21:14:11.000,1,230.0,0.0,004636,2,270.0,270.0,0.0,206.8966,0.0
26776,2020-01-23 21:20:08.000,1,0.0,0.0,004637,2,370.0,370.0,0.0,318.9655,0.0
26777,2020-01-23 21:35:44.000,1,0.0,0.0,004069,2,180.0,180.0,0.0,155.1724,0.0
26778,2020-01-23 21:37:08.000,1,60.0,0.0,000050,2,540.0,540.0,0.0,465.5172,0.0
26780,2020-01-24 13:24:51.000,1,20.0,0.0,002568,2,130.0,130.0,0.0,112.069,0.0
26781,2020-01-24 14:33:39.000,1,0.0,0.0,004347         ,2,220.0,0.0,220.0,189.6552,0.0
26782,2020-01-24 15:25:45.000,1,300.0,0.0,004347,2,220.0,220.0,0.0,189.6552,0.0
26783,2020-01-24 15:27:23.000,3,310.0,0.0,,1,190.0,190.0,0.0,129.3103,34.4828
26784,2020-01-24 15:46:35.000,2,25.0,0.0,,1,175.0,175.0,0.0,120.6897,30.1724
26785,2020-01-24 16:33:59.000,1,10.0,0.0,002818,2,190.0,190.0,0.0,163.7931,0.0
26786,2020-01-24 17:03:22.000,1,260.0,0.0,004347,2,240.0,240.0,0.0,206.8966,0.0
26787,2020-01-24 18:40:30.000,1,80.0,0.0,003266,2,520.0,520.0,0.0,448.2759,0.0
26788,2020-01-24 18:48:05.000,2,40.0,0.0,,1,360.0,360.0,0.0,189.6552,120.6897
26789,2020-01-24 18:57:05.000,1,10.0,0.0,004281,2,190.0,190.0,0.0,163.7931,0.0
26790,2020-01-24 19:22:08.000,1,0.0,0.0,000721,2,260.0,260.0,0.0,224.1379,0.0
26791,2020-01-24 19:36:51.000,1,0.0,0.0,002867,2,240.0,0.0,264.0,206.8966,0.0
26792,2020-01-24 19:53:08.000,1,0.0,0.0,000266,2,400.0,400.0,0.0,344.8276,0.0
26793,2020-01-24 20:03:28.000,1,20.0,0.0,003116,2,180.0,180.0,0.0,155.1724,0.0
26794,2020-01-24 20:04:24.000,1,0.0,0.0,000567,2,180.0,180.0,0.0,155.1724,0.0
26795,2020-01-24 20:06:00.000,1,0.0,0.0,001990,2,210.0,210.0,0.0,181.0345,0.0
26796,2020-01-24 20:21:34.000,1,0.0,0.0,003996,2,670.0,0.0,737.0,577.5862,0.0
26797,2020-01-24 20:32:03.000,1,0.0,0.0,001269,2,210.0,210.0,0.0,181.0345,0.0
26798,2020-01-24 20:34:03.000,1,0.0,0.0,000157,2,240.0,240.0,0.0,206.8966,0.0
26799,2020-01-24 20:47:08.000,1,0.0,0.0,004347,2,240.0,0.0,240.0,206.8966,0.0
26800,2020-01-24 20:57:33.000,1,0.0,0.0,               ,3,220.0,220.0,0.0,189.6552,0.0
26801,2020-01-24 20:58:44.000,1,0.0,0.0,000474,2,220.0,220.0,0.0,189.6552,0.0
26802,2020-01-24 20:58:26.000,1,0.0,0.0,004347,2,180.0,0.0,180.0,155.1724,0.0
26803,2020-01-24 21:12:49.000,1,0.0,0.0,000117,2,480.0,0.0,528.0,413.7931,0.0
26804,2020-01-24 21:13:57.000,1,50.0,0.0,004638,2,450.0,450.0,0.0,387.931,0.0
26805,2020-01-24 21:14:51.000,1,0.0,0.0,004347,2,230.0,230.0,0.0,198.2759,0.0
26806,2020-01-24 21:18:44.000,1,260.0,0.0,000178,2,240.0,240.0,0.0,206.8966,0.0
26807,2020-01-24 21:21:40.000,2,0.0,0.0,,1,430.0,0.0,473.0,318.9655,51.7241
26808,2020-01-24 21:22:42.000,1,40.0,0.0,004639,2,560.0,560.0,0.0,482.7586,0.0
26809,2020-01-24 21:27:01.000,1,0.0,0.0,               ,3,25.0,25.0,0.0,0.0,21.5517
26810,2020-01-24 21:31:06.000,3,100.0,0.0,,1,300.0,300.0,0.0,181.0345,77.5862
26811,2020-01-24 21:43:14.000,1,30.0,0.0,004520,2,470.0,470.0,0.0,379.3103,0.0
26812,2020-01-24 21:59:25.000,1,0.0,0.0,002204,2,240.0,0.0,240.0,206.8966,0.0
26813,2020-01-24 22:35:54.000,2,0.0,0.0,,1,420.0,420.0,0.0,206.8966,155.1724
26814,2020-01-24 22:38:22.000,2,0.0,0.0,,1,360.0,360.0,0.0,206.8966,103.4483
26815,2020-01-24 22:44:44.000,1,0.0,0.0,003028,2,420.0,420.0,0.0,362.069,0.0
26816,2020-01-24 22:54:54.000,1,0.0,0.0,003289,2,220.0,220.0,0.0,163.7931,0.0
26818,2020-01-25 13:39:12.000,1,0.0,0.0,000058,2,500.0,500.0,0.0,431.0345,0.0
26819,2020-01-25 14:24:07.000,1,85.0,0.0,004640,2,315.0,315.0,0.0,206.8966,64.6552
26820,2020-01-25 14:30:03.000,1,20.0,0.0,002435,2,180.0,180.0,0.0,155.1724,0.0
26821,2020-01-25 14:43:45.000,1,0.0,0.0,000907,2,240.0,0.0,252.0,206.8966,0.0
26822,2020-01-25 14:59:24.000,1,20.0,0.0,004347,2,230.0,230.0,0.0,198.2759,0.0
26823,2020-01-25 15:02:54.000,3,0.0,0.0,,1,605.0,0.0,665.5,422.4138,99.1379
26824,2020-01-25 15:06:32.000,1,260.0,0.0,004347,2,240.0,240.0,0.0,206.8966,0.0
26825,2020-01-25 15:31:46.000,1,0.0,0.0,004347,2,40.0,40.0,0.0,34.4828,0.0
26826,2020-01-25 15:33:08.000,1,0.0,0.0,004347,2,240.0,0.0,240.0,206.8966,0.0
26827,2020-01-25 15:34:46.000,1,260.0,0.0,003253,2,240.0,240.0,0.0,206.8966,0.0
26828,2020-01-25 15:42:20.000,1,0.0,0.0,000649,2,50.0,50.0,0.0,43.1034,0.0
26829,2020-01-25 15:54:08.000,1,0.0,0.0,004347,2,240.0,0.0,240.0,206.8966,0.0
26830,2020-01-25 16:03:28.000,1,20.0,0.0,004641,2,230.0,230.0,0.0,198.2759,0.0
26831,2020-01-25 16:04:18.000,1,120.0,0.0,000620,2,280.0,280.0,0.0,241.3793,0.0
26832,2020-01-25 16:21:06.000,1,80.0,0.0,004347,2,220.0,220.0,0.0,189.6552,0.0
26833,2020-01-25 16:51:11.000,1,0.0,0.0,004347,2,840.0,0.0,840.0,724.1379,0.0
26834,2020-01-25 16:57:43.000,1,50.0,0.0,003658,2,450.0,450.0,0.0,387.931,0.0
26835,2020-01-25 16:59:43.000,1,60.0,0.0,002392,2,240.0,240.0,0.0,206.8966,0.0
26836,2020-01-25 17:01:03.000,1,0.0,0.0,004381,2,370.0,0.0,390.0,318.9655,0.0
26837,2020-01-25 17:11:47.000,1,10.0,0.0,004347,2,90.0,90.0,0.0,77.5862,0.0
26838,2020-01-25 17:24:56.000,1,280.0,0.0,004385,2,220.0,220.0,0.0,189.6552,0.0
26839,2020-01-25 17:24:51.000,1,0.0,0.0,000168,2,50.0,50.0,0.0,43.1034,0.0
26840,2020-01-25 18:42:56.000,1,140.0,0.0,000641,2,360.0,360.0,0.0,310.3448,0.0
26841,2020-01-25 18:45:52.000,1,0.0,0.0,003867,2,335.0,335.0,0.0,224.1379,64.6552
26842,2020-01-25 18:50:46.000,1,20.0,0.0,001874,2,180.0,180.0,0.0,155.1724,0.0
26843,2020-01-25 18:51:48.000,2,90.0,0.0,,1,310.0,310.0,0.0,224.1379,43.1034
26844,2020-01-25 18:55:53.000,1,20.0,0.0,003843,2,180.0,180.0,0.0,155.1724,0.0
26845,2020-01-25 19:05:25.000,1,0.0,0.0,000750,2,90.0,90.0,0.0,77.5862,0.0
26846,2020-01-25 19:19:19.000,1,20.0,0.0,003807,2,360.0,180.0,180.0,310.3448,0.0
26847,2020-01-25 19:39:43.000,2,0.0,0.0,,1,315.0,0.0,315.0,232.7586,38.7931
26848,2020-01-25 19:49:49.000,1,0.0,0.0,001912,2,430.0,0.0,460.0,344.8276,0.0
26849,2020-01-25 19:50:39.000,1,0.0,0.0,004102,2,210.0,210.0,0.0,181.0345,0.0
26850,2020-01-25 19:52:40.000,1,0.0,0.0,000102,2,240.0,240.0,0.0,206.8966,0.0
26851,2020-01-25 20:08:46.000,1,0.0,0.0,002061,2,1010.0,1010.0,0.0,870.6897,0.0
26852,2020-01-25 20:11:29.000,1,0.0,0.0,002540,2,190.0,190.0,0.0,163.7931,0.0
26853,2020-01-25 20:13:44.000,1,0.0,0.0,000454,2,190.0,190.0,0.0,163.7931,0.0
26854,2020-01-25 20:18:32.000,1,0.0,0.0,001042,2,210.0,210.0,0.0,181.0345,0.0
26855,2020-01-25 20:20:56.000,1,0.0,0.0,003813,2,750.0,750.0,0.0,646.5517,0.0
26856,2020-01-25 20:22:52.000,1,250.0,0.0,004347,2,260.0,260.0,0.0,224.1379,0.0
26857,2020-01-25 20:35:05.000,1,0.0,0.0,004347,2,710.0,710.0,0.0,474.1379,137.931
26858,2020-01-25 20:39:21.000,1,0.0,0.0,004347,2,350.0,0.0,350.0,301.7241,0.0
26859,2020-01-25 20:40:38.000,1,110.0,0.0,001296,2,1390.0,1390.0,0.0,1198.2759,0.0
26860,2020-01-25 20:40:39.000,1,0.0,0.0,001225,2,630.0,630.0,0.0,543.1034,0.0
26861,2020-01-25 20:49:59.000,1,0.0,0.0,001339,2,230.0,230.0,0.0,198.2759,0.0
26862,2020-01-25 20:57:43.000,1,0.0,0.0,               ,3,390.0,390.0,0.0,336.2069,0.0
26863,2020-01-25 21:07:18.000,1,0.0,0.0,000013,2,360.0,360.0,0.0,310.3448,0.0
26864,2020-01-25 21:12:04.000,1,0.0,0.0,002232,2,240.0,240.0,0.0,206.8966,0.0
26865,2020-01-25 21:26:41.000,1,0.0,0.0,004642,2,510.0,510.0,0.0,413.7931,0.0
26866,2020-01-25 21:30:24.000,1,0.0,0.0,000009,2,220.0,220.0,0.0,189.6552,0.0
26867,2020-01-25 21:31:07.000,1,0.0,0.0,004146,2,450.0,0.0,470.0,344.8276,43.1034
26868,2020-01-25 21:38:16.000,1,70.0,0.0,001058,2,230.0,230.0,0.0,198.2759,0.0
26869,2020-01-25 21:42:21.000,1,0.0,0.0,000210,2,280.0,0.0,308.0,198.2759,43.1034
26870,2020-01-25 21:47:21.000,4,0.0,0.0,,1,370.0,370.0,0.0,206.8966,112.069
26871,2020-01-25 21:49:37.000,1,0.0,0.0,000481,2,250.0,0.0,250.0,215.5172,0.0
26872,2020-01-25 22:02:32.000,1,0.0,0.0,004643,2,80.0,80.0,0.0,68.9655,0.0
26873,2020-01-25 22:02:20.000,1,100.0,0.0,000169,2,400.0,400.0,0.0,344.8276,0.0
26874,2020-01-25 22:12:25.000,1,0.0,0.0,001960,2,480.0,0.0,500.0,413.7931,0.0
26875,2020-01-25 22:17:23.000,1,0.0,0.0,002481,2,180.0,180.0,0.0,155.1724,0.0
26876,2020-01-25 22:17:51.000,1,0.0,0.0,001147,2,390.0,0.0,429.0,336.2069,0.0
26878,2020-01-26 13:40:54.000,1,130.0,0.0,004347,2,370.0,370.0,0.0,318.9655,0.0
26879,2020-01-26 14:12:30.000,1,30.0,0.0,004644,2,220.0,220.0,0.0,189.6552,0.0
26880,2020-01-26 14:14:31.000,1,0.0,0.0,004347,2,370.0,0.0,407.0,318.9655,0.0
26881,2020-01-26 14:36:44.000,1,40.0,0.0,004347,2,760.0,760.0,0.0,655.1724,0.0
26882,2020-01-26 14:45:51.000,1,160.0,0.0,001959,2,240.0,240.0,0.0,206.8966,0.0
26883,2020-01-26 14:46:37.000,1,0.0,0.0,000387,2,220.0,220.0,0.0,189.6552,0.0
26884,2020-01-26 14:59:40.000,1,0.0,0.0,004440,2,350.0,350.0,0.0,301.7241,0.0
26885,2020-01-26 14:59:37.000,1,0.0,0.0,000438,2,550.0,0.0,550.0,474.1379,0.0
26886,2020-01-26 15:02:35.000,1,60.0,0.0,004347,2,140.0,140.0,0.0,120.6897,0.0
26887,2020-01-26 15:13:40.000,1,0.0,0.0,004347,2,610.0,0.0,610.0,525.8621,0.0
26888,2020-01-26 15:22:12.000,1,10.0,0.0,004347,2,190.0,190.0,0.0,163.7931,0.0
26889,2020-01-26 15:24:09.000,2,0.0,0.0,,1,440.0,440.0,0.0,344.8276,34.4828
26890,2020-01-26 15:42:48.000,1,0.0,0.0,001292,2,200.0,200.0,0.0,172.4138,0.0
26891,2020-01-26 15:58:05.000,1,0.0,0.0,003912,2,650.0,650.0,0.0,560.3448,0.0
26892,2020-01-26 15:58:32.000,1,0.0,0.0,003056,2,530.0,530.0,0.0,456.8966,0.0
26893,2020-01-26 16:09:57.000,1,0.0,0.0,000039,2,180.0,180.0,0.0,155.1724,0.0
26894,2020-01-26 16:21:03.000,1,40.0,0.0,000195,2,260.0,260.0,0.0,198.2759,0.0
26895,2020-01-26 16:21:09.000,1,0.0,0.0,000378,2,240.0,240.0,0.0,206.8966,0.0
26896,2020-01-26 16:31:37.000,1,0.0,0.0,004347,2,220.0,220.0,0.0,189.6552,0.0
26897,2020-01-26 16:39:35.000,1,0.0,0.0,003275,2,390.0,390.0,0.0,310.3448,0.0
26898,2020-01-26 16:43:39.000,6,0.0,0.0,,1,810.0,0.0,810.0,482.7586,215.5172
26899,2020-01-26 16:47:11.000,1,0.0,0.0,002477,2,320.0,320.0,0.0,275.8621,0.0
26900,2020-01-26 17:04:08.000,1,0.0,0.0,002477,2,220.0,220.0,0.0,189.6552,0.0
26901,2020-01-26 17:06:34.000,1,0.0,0.0,001386,2,450.0,450.0,0.0,387.931,0.0
26902,2020-01-26 17:08:49.000,2,0.0,0.0,,1,465.0,465.0,0.0,310.3448,90.5172
26903,2020-01-26 17:11:07.000,2,0.0,0.0,,1,375.0,375.0,0.0,301.7241,21.5517
26904,2020-01-26 17:12:25.000,8,0.0,0.0,,1,1785.0,1785.0,0.0,1275.8621,262.931
26905,2020-01-26 17:22:21.000,1,0.0,0.0,004115,2,190.0,190.0,0.0,163.7931,0.0
26906,2020-01-26 17:51:02.000,1,0.0,0.0,004645,2,180.0,180.0,0.0,155.1724,0.0
26907,2020-01-26 18:10:40.000,2,0.0,0.0,,1,475.0,0.0,522.5,318.9655,90.5172
26908,2020-01-26 18:12:16.000,2,0.0,0.0,,1,320.0,320.0,0.0,215.5172,60.3448
26909,2020-01-26 18:14:54.000,5,0.0,0.0,,1,1025.0,0.0,1127.5,629.3103,254.3103
26910,2020-01-26 18:15:23.000,1,0.0,0.0,004646,2,210.0,210.0,0.0,181.0345,0.0
26911,2020-01-26 18:23:24.000,1,0.0,0.0,004617,2,180.0,180.0,0.0,155.1724,0.0
26912,2020-01-26 18:32:25.000,1,110.0,0.0,003030,2,590.0,590.0,0.0,508.6207,0.0
26913,2020-01-26 18:51:54.000,1,270.0,0.0,004347,2,230.0,230.0,0.0,198.2759,0.0
26914,2020-01-26 18:59:16.000,1,110.0,0.0,004347,2,390.0,390.0,0.0,336.2069,0.0
26915,2020-01-26 19:02:35.000,1,230.0,0.0,003726,2,270.0,270.0,0.0,206.8966,0.0
26916,2020-01-26 19:11:09.000,1,140.0,0.0,003400,2,360.0,360.0,0.0,284.4828,0.0
26917,2020-01-26 19:26:43.000,1,0.0,0.0,003868,2,380.0,0.0,418.0,327.5862,0.0
26918,2020-01-26 19:35:55.000,1,90.0,0.0,003367,2,410.0,410.0,0.0,353.4483,0.0
26919,2020-01-26 19:40:46.000,1,280.0,0.0,001369,2,220.0,220.0,0.0,189.6552,0.0
26920,2020-01-26 19:45:59.000,2,0.0,0.0,,1,335.0,0.0,368.5,206.8966,81.8966
26921,2020-01-26 19:48:13.000,1,0.0,0.0,000337,2,240.0,240.0,0.0,206.8966,0.0
26922,2020-01-26 20:00:25.000,1,0.0,0.0,004244,2,240.0,240.0,0.0,206.8966,0.0
26923,2020-01-26 20:05:27.000,1,0.0,0.0,003742,2,180.0,180.0,0.0,155.1724,0.0
26924,2020-01-26 20:07:52.000,1,0.0,0.0,002111,2,240.0,0.0,240.0,206.8966,0.0
26925,2020-01-26 20:11:20.000,1,0.0,0.0,000819,2,230.0,230.0,0.0,198.2759,0.0
26926,2020-01-26 20:26:08.000,1,0.0,0.0,001858,2,180.0,180.0,0.0,155.1724,0.0
26927,2020-01-26 20:31:18.000,3,0.0,0.0,,1,780.0,0.0,858.0,482.7586,189.6552
26928,2020-01-26 20:41:20.000,1,0.0,0.0,004647,2,420.0,420.0,0.0,362.069,0.0
26929,2020-01-26 20:47:55.000,1,0.0,0.0,000781,2,350.0,350.0,0.0,301.7241,0.0
26930,2020-01-26 20:50:02.000,1,0.0,0.0,004319,2,220.0,220.0,0.0,189.6552,0.0
26931,2020-01-26 20:54:08.000,1,0.0,0.0,000396,2,650.0,650.0,0.0,560.3448,0.0
26932,2020-01-26 21:00:36.000,2,0.0,0.0,,1,485.0,0.0,485.0,318.9655,99.1379
26933,2020-01-26 21:08:23.000,1,0.0,0.0,               ,3,280.0,280.0,0.0,241.3793,0.0
26935,2020-01-27 14:20:53.000,1,0.0,0.0,003628,2,80.0,80.0,0.0,68.9655,0.0
26936,2020-01-27 14:26:04.000,1,0.0,0.0,004347,2,210.0,0.0,210.0,181.0345,0.0
26937,2020-01-27 14:43:54.000,1,0.0,0.0,004347,2,240.0,0.0,240.0,206.8966,0.0
26938,2020-01-27 15:35:30.000,1,260.0,0.0,001348,2,240.0,240.0,0.0,206.8966,0.0
26939,2020-01-27 15:54:59.000,6,0.0,0.0,,1,810.0,510.0,300.0,568.9655,129.3103
26940,2020-01-27 18:05:41.000,1,0.0,0.0,004347,2,370.0,0.0,370.0,318.9655,0.0
26941,2020-01-27 18:26:00.000,1,50.0,0.0,004406,2,450.0,450.0,0.0,344.8276,43.1034
26942,2020-01-27 18:38:05.000,1,0.0,0.0,000535,2,210.0,210.0,0.0,155.1724,0.0
26943,2020-01-27 19:10:39.000,1,60.0,0.0,004206,2,240.0,240.0,0.0,206.8966,0.0
26944,2020-01-27 19:13:15.000,3,0.0,0.0,,1,600.0,0.0,665.0,405.1724,112.069
26945,2020-01-27 19:13:59.000,2,0.0,0.0,,1,490.0,490.0,0.0,267.2414,155.1724
26946,2020-01-27 19:58:52.000,1,0.0,0.0,003057,2,230.0,230.0,0.0,198.2759,0.0
26947,2020-01-27 20:17:16.000,1,0.0,0.0,004309,2,190.0,190.0,0.0,163.7931,0.0
26948,2020-01-27 20:38:28.000,4,0.0,0.0,,1,950.0,950.0,0.0,663.7931,155.1724
26949,2020-01-27 20:44:43.000,1,270.0,0.0,002481,2,230.0,230.0,0.0,198.2759,0.0
26950,2020-01-27 21:27:34.000,1,0.0,0.0,004517,2,390.0,390.0,0.0,336.2069,0.0
26951,2020-01-27 21:30:01.000,1,0.0,0.0,004347,2,240.0,0.0,240.0,206.8966,0.0
26952,2020-01-27 21:37:07.000,3,0.0,0.0,,1,380.0,380.0,0.0,198.2759,129.3103
26953,2020-01-27 21:38:16.000,2,0.0,0.0,,1,250.0,0.0,275.0,137.931,77.5862
26955,2020-01-28 14:38:44.000,1,0.0,0.0,004347,2,210.0,210.0,0.0,181.0345,0.0
26956,2020-01-28 17:52:17.000,1,310.0,0.0,003560,2,190.0,190.0,0.0,163.7931,0.0
26957,2020-01-28 19:42:35.000,1,0.0,0.0,004347,2,190.0,190.0,0.0,163.7931,0.0
26958,2020-01-28 19:45:15.000,4,70.0,0.0,,1,530.0,530.0,0.0,370.6897,86.2069
26959,2020-01-28 20:04:05.000,1,260.0,0.0,004338,2,240.0,240.0,0.0,206.8966,0.0
26960,2020-01-28 20:09:22.000,1,20.0,0.0,000954,2,180.0,180.0,0.0,155.1724,0.0
26961,2020-01-28 20:16:51.000,1,0.0,0.0,002201,2,420.0,420.0,0.0,362.069,0.0
26962,2020-01-28 20:39:47.000,1,0.0,0.0,000836,2,250.0,250.0,0.0,215.5172,0.0
26963,2020-01-28 20:46:56.000,1,0.0,0.0,000319,2,240.0,240.0,0.0,206.8966,0.0
26964,2020-01-28 20:49:34.000,1,0.0,0.0,000050,2,240.0,240.0,0.0,206.8966,0.0
26965,2020-01-28 20:57:02.000,4,0.0,0.0,,1,455.0,455.0,0.0,267.2414,125.0
26966,2020-01-28 21:30:42.000,2,0.0,0.0,,1,460.0,460.0,0.0,310.3448,86.2069
26968,2020-01-29 14:06:43.000,1,0.0,0.0,004347,2,420.0,420.0,0.0,362.069,0.0
26969,2020-01-29 14:34:27.000,1,170.0,0.0,001674,2,230.0,230.0,0.0,198.2759,0.0
26970,2020-01-29 15:26:56.000,1,320.0,0.0,003742,2,180.0,180.0,0.0,155.1724,0.0
26971,2020-01-29 15:28:00.000,2,0.0,0.0,,1,440.0,0.0,484.0,267.2414,112.069
26972,2020-01-29 18:44:33.000,1,10.0,0.0,001136,2,190.0,190.0,0.0,163.7931,0.0
26973,2020-01-29 19:14:22.000,1,40.0,0.0,002156,2,460.0,460.0,0.0,396.5517,0.0
26974,2020-01-29 19:23:13.000,1,0.0,0.0,000133,2,180.0,180.0,0.0,155.1724,0.0
26975,2020-01-29 19:36:27.000,1,20.0,0.0,000341,2,230.0,230.0,0.0,198.2759,0.0
26976,2020-01-29 20:14:10.000,1,150.0,0.0,000198,2,350.0,350.0,0.0,301.7241,0.0
26977,2020-01-29 20:28:02.000,1,30.0,0.0,000052,2,220.0,220.0,0.0,189.6552,0.0
26978,2020-01-29 20:31:24.000,1,320.0,0.0,001524,2,180.0,180.0,0.0,155.1724,0.0
26979,2020-01-29 20:43:29.000,1,60.0,0.0,004266,2,240.0,240.0,0.0,206.8966,0.0
26980,2020-01-29 21:04:47.000,3,35.0,0.0,,1,465.0,465.0,0.0,310.3448,90.5172
26981,2020-01-29 21:09:09.000,1,0.0,0.0,004347,2,220.0,220.0,0.0,189.6552,0.0
26982,2020-01-29 21:49:39.000,1,0.0,0.0,004347,2,210.0,210.0,0.0,181.0345,0.0
26983,2020-01-29 22:09:09.000,2,0.0,0.0,,1,410.0,205.0,225.5,310.3448,43.1034
26984,2020-01-29 22:09:42.000,3,0.0,0.0,,1,465.0,0.0,511.5,310.3448,90.5172
26986,2020-01-30 14:41:10.000,1,170.0,0.0,000748,2,230.0,230.0,0.0,198.2759,0.0
26987,2020-01-30 15:31:47.000,1,20.0,0.0,000485,2,180.0,180.0,0.0,155.1724,0.0
26988,2020-01-30 15:32:40.000,1,35.0,0.0,003219,2,165.0,165.0,0.0,120.6897,21.5517
26989,2020-01-30 16:43:01.000,1,20.0,0.0,004347,2,380.0,380.0,0.0,327.5862,0.0
26990,2020-01-30 17:56:23.000,1,10.0,0.0,003429,2,190.0,190.0,0.0,163.7931,0.0
26991,2020-01-30 18:12:33.000,1,40.0,0.0,004347,2,260.0,260.0,0.0,224.1379,0.0
26992,2020-01-30 18:28:13.000,1,0.0,0.0,004598,2,220.0,220.0,0.0,189.6552,0.0
26993,2020-01-30 18:38:48.000,2,220.0,0.0,,1,280.0,280.0,0.0,198.2759,43.1034
26994,2020-01-30 19:27:45.000,1,10.0,0.0,004347,2,190.0,190.0,0.0,163.7931,0.0
26995,2020-01-30 20:04:35.000,1,440.0,0.0,001715,2,560.0,560.0,0.0,456.8966,0.0
26996,2020-01-30 20:13:37.000,1,20.0,0.0,004648,2,180.0,180.0,0.0,155.1724,0.0
26997,2020-01-30 20:24:24.000,1,10.0,0.0,004649,2,190.0,190.0,0.0,163.7931,0.0
26998,2020-01-30 20:30:17.000,1,250.0,0.0,001390,2,250.0,250.0,0.0,189.6552,0.0
26999,2020-01-30 21:02:03.000,1,310.0,0.0,004650,2,190.0,190.0,0.0,163.7931,0.0
27000,2020-01-30 21:02:25.000,1,70.0,0.0,004061,2,430.0,430.0,0.0,344.8276,0.0
27001,2020-01-30 21:03:35.000,2,0.0,0.0,,1,655.0,0.0,753.25,353.4483,211.2069
27002,2020-01-30 21:12:35.000,1,40.0,0.0,004651,2,310.0,310.0,0.0,267.2414,0.0
27003,2020-01-30 21:40:28.000,1,0.0,0.0,002867,2,310.0,0.0,341.0,267.2414,0.0
27004,2020-01-30 21:56:16.000,1,0.0,0.0,004347,2,240.0,240.0,0.0,206.8966,0.0
27006,2020-01-31 13:32:28.000,1,10.0,0.0,004251,2,490.0,490.0,0.0,422.4138,0.0
27007,2020-01-31 14:32:52.000,1,35.0,0.0,004347,2,165.0,165.0,0.0,120.6897,21.5517
